screen_name, location, created_at, description
dewert,Vancouver; BC; Canada,Tue Feb 24 06:01:43 +0000 2009,Ecology student at UBC who's interested in typewriters and just about everything else
kalinhop,Vancouver,Fri May 01 06:11:43 +0000 2009,crafts; beauty and tofu.
mandablemac,vancouver bc | canada,Thu Jun 11 05:05:10 +0000 2009,Group Marketing + Communications at Wesgroup Properties. An observer of all things and captain of the road less traveled.
chickievan,vancouver; bc,Tue Jan 26 05:46:38 +0000 2010,a coffee sleeve connoisseur who infosnacks on mobile + social + #measure
rcc_heritage,Vancouver; BC,Sun Jul 26 00:23:15 +0000 2009,The mission of Renfrew-Collingwood Community Art Gallery and Museum is to support the beneficial inclusion of fine art and history into community life.
bartdebaere,Vancouver/Europe,Tue Nov 25 04:30:23 +0000 2008,Geek. Yogi. Avid traveller. PhD student @UBCGradSchool. Volunteer @YouthCo. Lover of cute dogs and pain au chocolat snob. Favours hugs over handshakes.
colbeaner,Vancouver; BC ,Wed Feb 25 04:21:02 +0000 2009,
KudosKvetches,Vancouver,Thu Jan 28 22:03:19 +0000 2010,Sharing the love
GalaxyPlumbing,Burnaby; BC,Fri Feb 20 17:40:36 +0000 2009,Plumbing Drainage & Heating Contractor; Servicing Greater Vancouver and the Lower Mainland
G3OP,Vancouver,Mon Feb 09 07:19:35 +0000 2009,I am a writer. Here is my pen.
iheartcities,Vancouver; BC,Wed Jun 17 18:55:53 +0000 2009,urban enthusiast; public engagement specialist; sustainability nerd; music lover & knitter. #publicengmt
kpapp,West Vancouver; BC,Wed Oct 29 15:13:27 +0000 2008,marketing communications specialist at bc hydro / wife / lover of life
CorrinSkalbeck,Vancouver BC,Mon Dec 14 23:21:03 +0000 2009,Producer/Host; RRU student; Orb Girl;adventure travel aficionado; vegetarian; environmentalist;canine obsessed-adopt a pet from the BCSPCA!
kathiewallace,Rocky Mtn House;  Canada,Mon Jan 05 19:34:13 +0000 2009,I am a community engagement facilitator who is passionate about bringing everyone to the table as equals on a level playing field.
d_everett,Vancouver; BC,Fri Jul 11 18:26:17 +0000 2008,the complete opposite of kitsch
parkinnvan,898  West Broadway,Sun Oct 11 18:22:33 +0000 2009,With probably the best views of the city; in a central location; the Park Inn & Suites Vancouver Broadway is the ideal starting point to explore the city.
rmountaineer,Vancouver; BC Canada,Wed Dec 10 20:09:53 +0000 2008,The world's leading travel experience by train! Tweeting from our head office in Vancouver; BC. 
erikoarai,,Sat Jul 25 22:43:35 +0000 2009,Mountain lover working with non-profits & businesses creating social good. Tweets about conservation; socially conscious business practice; science & education.
shawnalum,Coquitlam; B.C.,Fri Dec 11 09:09:56 +0000 2009,Recreation Coordinator. Non-profit leader. Health promotion enthusiast.  Bootcamp teacher. Challenge seeker. 
jl_d,Vancouver,Tue May 13 05:47:39 +0000 2008,Communicator @sportbc;@IABCBC. Interests: youth & civic engagement; community building; sport. Loves: a good story & an adventure; everywhere & anywhere
BoffoProperties,Vancouver; BC,Fri Nov 20 21:23:09 +0000 2009,Multi-disciplined developer founded on family principles. Brother/sister duo leading with honesty; integrity; hard work. Tweets by @danielboffo + @marissa_elise
SkyTrainLady,Burnaby; BC; Canada,Sun Dec 21 18:39:05 +0000 2008,I love talking about trains; transit & my hometown; Vancouver. My title: Communications Liaison; BC Rapid Transit Co. For transit service info folo @TransLink. 
theprovince,Vancouver; B.C.,Thu Sep 18 04:21:32 +0000 2008,Online companion to Vancouver's daily tabloid; The Province. The web team manages our Twitter account.
jminter,Vancouver; BC,Mon Feb 09 06:19:33 +0000 2009,Airline Marketing Director;   Indecisive Gemini: I try to see it all On The List checking out Sounds; Sights; Sports; Socializing  Tweets are my own opinions.
PlayhouseWine,Vancouver; BC; Canada,Wed Apr 15 20:29:41 +0000 2009,34th @VanPlayhouse International Wine Festival; Feb 27-Mar 4; 2012. Theme: CHILE. Focus: Cabernet(s). Canada's premier wine show. Tickets/Info: 1.877.321.3121.
Synergist_Inc,Vancouver/Edmonton,Thu Mar 26 23:06:40 +0000 2009,Award-winning; results-driven creative & strategy helping places & companies manage perceptions; live & share powerful brand stories with pride & conviction!  
Stv,Vancouver,Fri Dec 01 23:43:25 +0000 2006,Partner & Technical Lead at Pencilneck Software. Dad; comics-nerd; indie-music hound; ultimate player. ThinkCity Board Member.  I AM NOT A TV STATION!
BobRansford,Vancouver Canada,Tue Jan 05 20:05:26 +0000 2010,Communications;public affairs & urban development specialist at COUNTERPOINT Communications Inc.New urbanist designer and writer.Steveston Canada resident.   
SteveWooBCN,Vancouver; BC,Sun Apr 05 14:26:00 +0000 2009,Notary Public; serving the Chinatown community and surrounding areas.Vancouver; BC.
CityCaucus,Vancouver BC Canada,Tue Dec 02 06:11:49 +0000 2008,Dialogue with a difference. Political analysis & news with an edge from Canada's Pacific metropolis. See also @MikeKlassen & @Fontaine_D.
HealingPod,Vancouver,Mon Apr 13 16:38:24 +0000 2009,Connect. Share. Heal
RobsonStreet,Robson Street; Vancouver; BC,Thu Feb 26 19:51:38 +0000 2009,Robson Street is Vancouver's most famous shopping street set in the heart of downtown Vancouver. Follow to be updated on happenings of the street!
ScienceWorldTR,Vancouver; B.C.,Tue Aug 18 20:28:25 +0000 2009,Science World British Columbia Teacher Resources - tweets moderated by Kate Henderson; science teacher. Science World is also tweeting from @scienceworldca 
IFestCanada,,Sun Dec 06 03:45:36 +0000 2009,Langley International Festival
lwong76,Vancouver; BC,Fri Oct 09 23:50:34 +0000 2009,Passionate about life; running & events!  Race Director to Vol Coord; i've done it all - specializing in mktg/sponsorship - always looking 4 a challenge! DM me!
bc_living,Vancouver; BC; Canada,Tue Sep 16 23:32:58 +0000 2008,The voice of bcliving; exploring the lifestyles and interests of Metro Vancouver and the province of British Columbia.
SauderISIS,Vancouver; BC,Tue Apr 07 20:29:17 +0000 2009,ISIS; Sauder School of Business; UBC.   'Advancing social innovation and sustainability’ 
ChanCentre,Vancouver; Canada,Fri Jan 30 00:36:51 +0000 2009,Music lovers and marketers; Rachel Lowry and Claire Mohun chirp for the Chan; a world-class performing arts centre located on the campus of UBC-Vancouver. 
dennisworld,Vancouver; BC,Fri Mar 23 21:38:00 +0000 2007,Everything green; Traveling; Mobile Internet; Photography; Hiking; Ultimate; Snowboarding; Opportunistic vegetarian; Sailing; Biking; Diving; Audiobooks
Jesswakeman,Vancouver; Canada,Tue Mar 10 23:04:55 +0000 2009,I'm into music; tech; marketing; & online brand strategy. Oh and I work in marketing at @HootSuite
cyclevancity,Vancouver; BC,Mon Jan 19 13:14:00 +0000 2009,Daily bicycle tours in Vancouver BC!   Unique experiences; storyteller guides; hidden gems; beautiful routes; social issues; ecology; food; bike advocacy; FUN! 
stephenhui,Vancouver,Thu Jul 31 23:40:16 +0000 2008,Web editor and technology editor at the Georgia Straight. Email shui@straight.com. http://www.straight.com/
MacKenzieCam,Vancouver,Mon Jul 20 19:43:00 +0000 2009,I am an expert in executive education & professional development and lead the online professional development team at CGA-Canada. 
thebuzzer,Burnaby; BC,Tue Jan 13 21:25:49 +0000 2009,I'm Robert Willis; editor of the Buzzer: Vancouver's free transit newsletter since June 2; 1916. (Follow @translink for key transit updates!)
jmv,New West; British Columbia,Wed May 23 14:35:01 +0000 2007,Curator of http://illustratedvancouver.ca/
envirodefence,Canada,Tue Oct 27 15:51:19 +0000 2009,Environmental Defence challenges; and inspires change in government; business and people to ensure a greener; healthier and prosperous life for all.
h_mllr,Vancouver,Fri Mar 02 05:45:20 +0000 2012,Vancouverite; writer; environmentalist and care giver to a composter full of worms. 
mattsayswhat,Vancouver,Wed Apr 01 05:06:30 +0000 2009,Recent @SFU alum in Marketing and Film Studies. Digital production @thisisdareNA. Travel enthusiast. Music lover. Avid power napper. 
gordonr,Vancouver; BC,Thu Oct 26 22:03:59 +0000 2006,VP/Partner of OpenRoad; 17 year old Vancouver web firm; creators of ThoughtFarmer. Spem successus alit - success nourishes hope. 
paulhillsdon,Vancouver; Canada,Thu Mar 08 10:32:50 +0000 2007,Architect of the future. Tweeting live since 2007. 
CWFMrobson,Vancouver British Columbia,Thu Jul 17 18:08:20 +0000 2008,
MonasLebanese,1328 Hornby St. Vancouver,Sat Nov 21 12:29:25 +0000 2009,Vancouvers best Lebanese restaurant offering great food and a dj & bellydancer on weekends
WatertigerBC,Vancouver; BC,Thu Nov 17 19:17:57 +0000 2011,Water purification and rainwater harvesting. We are your Total Water Solution! Service in BC; shipping all over the world.
vpsn,Vancouver; BC,Sun Apr 26 23:38:09 +0000 2009,The Vancouver Public Space Network is a grassroots; volunteer collective engaging in advocacy; outreach & education on public space issues in Vancouver. 
anncheng,,Sat Apr 11 10:06:23 +0000 2009,
rtanglao,Vancouver; British Columbia,Tue Jan 23 06:47:35 +0000 2007,create compelling content constantly! - do it!
EllenYeung,Vancouver; B.C.,Mon Dec 15 07:21:47 +0000 2008,I'm particularly interested in stories about creativity; community development; and media.
MichaelSSU,Vancouver; BC,Mon Jul 11 17:02:29 +0000 2011,Big fan of Social Media; Webinars; QR codes; Food; and Vancouver!
drjotisamra,Vancouver; BC; Canada,Thu Jul 29 03:18:33 +0000 2010,TV Host;OWN (Oprah Winfrey Network);Clinical Psychologist;Organizational & Media Consultant;Columnist; Speaker;Author;Researcher;Workplace Mental Health
ride2rio,Vancouver; BC,Sat Dec 17 19:11:19 +0000 2011,@NaomiDevine - I'm riding my bike (+ train; etc) 11 200 km from Vancouver to Rio+20 from February to June 2012. Follow my journey and share with others here. 
VC_Ocean,,Mon Feb 27 22:28:49 +0000 2012,VP-Internal at Young Liberals of Canada in BC. SFU student. Earth warrior. Current events junkie. Animal lover
homelessaction,Metro Vancouver; BC Canada,Wed Jun 24 00:57:42 +0000 2009,Greater Vancouver Regional Steering Committee on Homelessness
prog_grooves,Vancouver,Thu Feb 16 03:41:08 +0000 2012,Official Twitter of Progressive Grooves Records - news on our #music releases; #artists; @TranceClass and label head @DJ_Mikas;  . #TranceFamily #Vancouver
LMoffatt,Vancouver,Sun Apr 18 19:33:54 +0000 2010,Community planner; bike polo-ista; amateur photographer; happy traveler
CamaraEcuaCanad,Guayaquil - Ecuador,Wed Jun 01 23:11:37 +0000 2011,La Cámara de Comercio Ecuatoriano Canadiense de Guayaquil es una organización de derecho privado; sin fines de lucro; conformada por compañias y particulares. 
MarlaGuloien,Vancouver; Canada,Tue Jun 09 06:13:52 +0000 2009,Singer. Producer. Film & Design. Love. Hard work and passion culminating into one... the beautiful life. https://www.facebook.com/marlaguloien.music 
burrowingsnow,Vancouver; BC; Canada,Sat Mar 12 23:02:25 +0000 2011,A wise old Canadian digging into the deep depths of technologies for the Oracle and Apple Developers
JRad_33,Vancouver; BC,Mon Aug 30 16:44:07 +0000 2010,Past: Pro Football Player               Present: Business Strategist               Future: Successful Entrepreneur   Always: Grindin'
JJMacLean,Vancouver; BC,Tue Sep 04 18:02:13 +0000 2007,Not just your everyday overachieving college student; working towards degrees in Economics and Chemistry at UBC.
icompasstech,Kamloops; BC,Fri Jul 17 23:14:11 +0000 2009,iCompass provides CivicWeb; the leading Meeting and Records Management Solutions for busy government and education professionals.
FreeTalkTV,Vancouver; BC,Wed Dec 07 08:09:31 +0000 2011,Free Talk is a Local TV series exploring the important issues facing residents of the Vancouver area.
GILibertywine,Granville Island Vancouver,Tue Jun 16 21:58:40 +0000 2009,Liberty Wine on Granville Island; worth a visit!
INTCROWDMGMT,Vancouver; BC,Thu Nov 10 21:59:24 +0000 2011,Our mission is to provide patrons with the safe; secure & friendly environment that they expect & require to maximize enjoyment of events & minimize risk. 
DiyoboVancouver,Vancouver,Thu Feb 02 17:30:00 +0000 2012,Need to sell your event tickets? Try Diyobo.com! Any event; Any size. Now online with Visa; Mastercard and Interac. You click it; we ticket.
chantelsstuff,,Thu Feb 16 17:25:00 +0000 2012,
MicroMixUSA,,Tue Feb 07 13:05:32 +0000 2012,Ergofit USA is pleased to introduce the Ergofit MicroMix product line; a powerful tool in environmental remediation and agricultural biotechnology. 
PR_Associates,Vancouver,Wed Nov 18 21:44:54 +0000 2009,PR_Associates is a #mining -focused communications firm with the tools and expertise to build and implement programs geared towards #sustainability
venus_fitness,South Surrey; BC,Mon May 17 02:29:20 +0000 2010,Looking for affordable help with your fitness goals; from a certified personal trainer? Check out my website.                    http://www.venusfitness.ca/
Encorebuildings,Vancouver; BC,Thu Oct 07 20:43:04 +0000 2010,Encore Environmental is the founder and creater of the RID Room.  An eco-friendly; on-site solution for Stratas to deal with Urban Waste. 
creeksiderec,Vancouver; BC,Wed Aug 11 21:02:11 +0000 2010,Community Centre in South East False Creek in the former Vancouver 2010 Olympic & Paralympic Athletes Village. Operated by the Vancouver Park Board. 
TrailSkinz,Beautiful British Columbia,Tue Feb 21 19:29:18 +0000 2012,Paint protection for your JEEP - designed for the trails - to protect your paint
canadamais,Vancouver Canada,Thu Feb 23 05:09:24 +0000 2012,Estudar inglês em Vancouver / Canadá #intercambio - #studyabroad #vancouver #canada
savestpauls,,Sat Feb 14 18:54:49 +0000 2009,
herongzao,Richmond; BC; Canada,Sat May 21 21:58:31 +0000 2011,
jdumrique,Vancouver;B.C,Sat Feb 18 08:47:50 +0000 2012,
MrGayCanada,Vancouver; Canada,Wed Jan 04 06:31:12 +0000 2012,MGC's purpose is to provide an opportunity by creating a positive image for young gay men to make a ‘difference’ and be accepted within their own communities. 
resonantmind,Vancouver; B.C.; Canada,Tue Jul 14 05:06:15 +0000 2009,Vancouver music recording/production studio - Imagination expands the Universe...  YouTube: http://tinyurl.com/7kfopzf | FaceBook: http://tinyurl.com/6s5kwmb
TheCityonCiTR,Vancouver; Canada,Fri Feb 17 18:57:59 +0000 2012,The City; an urban affairs show on CiTR 101.9 FM in Vancouver; hosted and produced by Andy Longhurst. Tuesdays 5pm. Available in FM; web stream; and podcast.
MetroGnomeLawn,Vancouver; British Columbia,Sun Feb 12 00:28:35 +0000 2012,Metro Gnome Lawn and Garden provides quiet and emission free lawn and garden care in Vancouver; BC.
dedamarketing,Fraser Valley; BC,Fri Aug 12 05:09:31 +0000 2011,My name is Dayna; I love fam & friends; food; marketing and business consulting; art; design; music; nature; singing; performing; anything sustainable; 
kimnursall,Canada,Tue Jun 23 02:45:08 +0000 2009,OpenFile Vancouver intern and UBC Master of Journalism student with an adoration for politics; current events; video games and ... cheese. 
Horizonlsc,4104 232nd Street Langley; BC ,Tue Dec 07 17:47:54 +0000 2010,Horizon provides outstanding outdoor environments throughout the Lower Mainland.  Horizon specializes in both residential and commercial installations.
BCusedcars,Vancouver; BC; Canada,Thu Feb 16 16:47:36 +0000 2012,
JessEats,Vancouver; BC,Fri Dec 30 22:19:55 +0000 2011,I'm just a hungry girl that would *love* to promote your food to the hungry world! 
BCgrapegal,Vancouver; B.C.,Sat Sep 04 09:11:03 +0000 2010,Lover of all Things Food & Wine. Photographer. Writer. Wine Student. Pasta Wiz. Full time Foodie.
DavidVion,Vancouver,Tue Sep 29 00:48:22 +0000 2009,Suki Zuki I am coming in a cherokee. Gazoline!
securiguard,Vancouver; BC,Sun Sep 13 20:51:39 +0000 2009,Securiguard Is Your Single Source For Integrated Security Solutions Since 1974.
Hey_AC,Vancouver,Wed Dec 31 19:53:06 +0000 2008,Andrea Curtis.  change maker mover shaker.
7ElevenCanada,Canada,Thu Jan 13 23:57:10 +0000 2011,The Official 7-Eleven Canada Twitter page for Canada; eh! Follow us for exclusive deals; promos; information and more.
triayconsulting,Vancouver; BC,Sat Apr 16 16:05:29 +0000 2011,Creating positive; collaborative; engaging possibilities.
climatetoolkit,British Columbia,Tue Nov 01 03:11:25 +0000 2011,Climate Solutions. Better BC Communities.
PICSSociety,Surrey,Wed Apr 27 18:07:30 +0000 2011,PICS is a registered non-profit society that seeks to build a healthy and just society which values all cultures.
globeretail,Vancouver; BC,Wed Feb 08 22:56:12 +0000 2012,The official Globe and Mail account for connecting with readers and dealers in retail. Maintained locally in Vancouver; BC. DM if you'd like to sell The Globe
na9hc,,Wed Sep 07 16:19:34 +0000 2011,
andrewconsiders,Vancouver,Mon Jun 27 04:18:45 +0000 2011,
THECEDARGUY,ABBOTSFORD,Fri Feb 10 20:30:27 +0000 2012,The Cedar Guy specializes in cedar tree installation for home and business. Located in Abbotsford; BC. Serving Vancouver and the Lower Mainland.
